188416, 9216, 177088
132096, 1024, 171008
134144, 1024, 172032
133120, 1024, 176128
131072, 0, 177152
132096, 1024, 198656
136192, 1024, 165888
139264, 0, 167936
130048, 1024, 166912
139264, 0, 168960
130048, 0, 163840
133120, 0, 175104
130048, 0, 169984
128000, 0, 167936
130048, 1024, 179200
128000, 1024, 168960
131072, 0, 179200
129024, 1024, 168960
130048, 1024, 168960
129024, 1024, 166912
159744, 1024, 199680
128000, 1024, 165888
131072, 1024, 171008
128000, 1024, 169984
130048, 0, 164864
128000, 1024, 165888
130048, 1024, 168960
128000, 0, 169984
130048, 1024, 166912
128000, 0, 166912
130048, 1024, 165888
126976, 1024, 166912
131072, 0, 177152
128000, 1024, 172032
136192, 1024, 173056
133120, 1024, 183296
135168, 1024, 166912
126976, 1024, 165888
129024, 1024, 165888
128000, 1024, 164864
130048, 1024, 169984
128000, 0, 165888
130048, 1024, 165888
126976, 1024, 165888
130048, 1024, 167936
126976, 1024, 165888
130048, 1024, 172032
141312, 1024, 168960
130048, 0, 167936
126976, 1024, 168960
130048, 1024, 172032
126976, 1024, 167936
141312, 1024, 166912
128000, 0, 164864
130048, 1024, 166912
128000, 1024, 167936
131072, 1024, 166912
128000, 1024, 166912
131072, 1024, 166912
128000, 0, 173056
131072, 1024, 169984
126976, 1024, 177152
130048, 1024, 166912
128000, 1024, 178176
130048, 0, 167936
126976, 1024, 181248
129024, 1024, 167936
126976, 1024, 166912
129024, 0, 169984
128000, 1024, 165888
130048, 1024, 166912
126976, 1024, 167936
130048, 0, 168960
126976, 1024, 167936
129024, 1024, 166912
128000, 0, 179200
130048, 1024, 167936
128000, 1024, 171008
130048, 1024, 184320
128000, 1024, 175104
142336, 1024, 167936
128000, 1024, 164864
130048, 1024, 165888
128000, 1024, 165888
130048, 1024, 164864
126976, 1024, 166912
129024, 1024, 166912
128000, 1024, 167936
130048, 1024, 171008
128000, 0, 166912
130048, 1024, 169984
128000, 1024, 168960
129024, 1024, 164864
128000, 1024, 165888
131072, 1024, 165888
128000, 1024, 166912
130048, 1024, 164864
126976, 1024, 166912
130048, 1024, 167936
128000, 1024, 166912
130048, 0, 166912
126976, 1024, 166912
130048, 1024, 166912
126976, 1024, 165888
130048, 0, 167936
128000, 1024, 163840
130048, 1024, 167936
128000, 1024, 166912
129024, 1024, 166912
128000, 1024, 172032
130048, 0, 165888
128000, 1024, 164864
130048, 2048, 167936
128000, 1024, 165888
131072, 1024, 164864
126976, 1024, 167936
130048, 1024, 165888
126976, 1024, 165888
130048, 0, 168960
126976, 1024, 169984
121856, 1024, 160768
111616, 0, 158720
112640, 1024, 164864
110592, 1024, 153600
113664, 1024, 157696
111616, 1024, 163840
113664, 1024, 153600
111616, 0, 162816
112640, 0, 158720
111616, 1024, 159744
113664, 1024, 159744
111616, 1024, 159744
113664, 1024, 157696
111616, 1024, 162816
113664, 1024, 159744
111616, 1024, 162816
112640, 1024, 162816
111616, 0, 155648
113664, 1024, 155648
111616, 1024, 157696
113664, 1024, 156672
111616, 1024, 162816
113664, 1024, 161792
110592, 0, 161792
113664, 1024, 156672
110592, 1024, 163840
112640, 1024, 161792
111616, 1024, 156672
117760, 0, 158720
110592, 0, 159744
125952, 1024, 159744
111616, 1024, 159744
113664, 1024, 156672
111616, 1024, 159744
118784, 1024, 166912
111616, 1024, 159744
112640, 1024, 157696
111616, 1024, 160768
112640, 1024, 155648
111616, 1024, 154624
113664, 1024, 155648
111616, 0, 159744
112640, 0, 160768
121856, 1024, 161792
114688, 1024, 155648
111616, 1024, 157696
113664, 1024, 161792
111616, 1024, 158720
114688, 1024, 157696
111616, 0, 155648
113664, 1024, 154624
110592, 0, 159744
113664, 0, 156672
111616, 1024, 160768
124928, 1024, 157696
110592, 1024, 163840
113664, 0, 160768
110592, 1024, 157696
113664, 1024, 160768
111616, 1024, 160768
113664, 1024, 160768
111616, 1024, 158720
115712, 1024, 158720
