944128, 8192, 684864
417792, 0, 681984
402432, 1024, 678912
414720, 1024, 688128
404480, 1024, 689152
430080, 1024, 676864
397312, 1024, 685056
414720, 1024, 686080
402432, 1024, 679936
748544, 1024, 674816
402432, 0, 696320
416768, 1024, 699392
395264, 1024, 671744
416768, 1024, 696320
403456, 1024, 702464
408576, 1024, 699392
395264, 1024, 700416
424960, 0, 671744
398336, 1024, 668672
422912, 1024, 672768
393216, 1024, 681984
408576, 1024, 678912
394240, 1024, 668672
416768, 1024, 677888
394240, 1024, 670720
410624, 1024, 679936
394240, 1024, 683008
411648, 1024, 681984
394240, 1024, 673792
410624, 1024, 681984
397312, 1024, 686080
416768, 1024, 696320
395264, 1024, 674816
409600, 1024, 683008
394240, 1024, 685056
407552, 1024, 673792
396288, 1024, 684032
409600, 1024, 678912
396288, 1024, 681984
418816, 1024, 672768
397312, 1024, 673792
409600, 1024, 683008
399360, 0, 678912
412672, 1024, 711680
396288, 2048, 687104
416768, 1024, 670720
402432, 1024, 691200
419840, 1024, 672768
404480, 1024, 683008
414720, 1024, 686080
414720, 1024, 679936
417792, 1024, 689152
401408, 1024, 687104
414720, 1024, 674816
405504, 1024, 692224
412672, 1024, 695296
392192, 1024, 673792
410624, 1024, 683008
395264, 1024, 668672
409600, 1024, 693248
400384, 1024, 664576
408576, 1024, 684032
398336, 0, 681984
409600, 1024, 675840
397312, 1024, 681984
415744, 0, 669696
397312, 1024, 678912
418816, 2048, 663552
396288, 1024, 683008
412672, 1024, 675840
395264, 1024, 683008
406528, 1024, 679936
396288, 1024, 667648
413696, 1024, 678912
398336, 1024, 674816
407552, 1024, 614400
367616, 1024, 636928
378880, 1024, 633856
368640, 0, 620544
375808, 1024, 629760
364544, 1024, 623616
371712, 1024, 612352
362496, 1024, 631808
373760, 1024, 624640
361472, 1024, 615424
371712, 1024, 626688
364544, 1024, 618496
374784, 1024, 676864
363520, 1024, 660480
376832, 1024, 612352
359424, 1024, 615424
376832, 1024, 617472
367616, 1024, 617472
377856, 1024, 615424
365568, 1024, 619520
372736, 1024, 618496
364544, 1024, 617472
377856, 1024, 614400
362496, 0, 617472
379904, 1024, 617472
361472, 1024, 613376
374784, 1024, 619520
361472, 1024, 618496
374784, 1024, 617472
360448, 1024, 617472
374784, 1024, 619520
359424, 1024, 618496
372736, 1024, 620544
362496, 1024, 616448
377856, 1024, 618496
364544, 0, 616448
372736, 1024, 617472
364544, 1024, 614400
376832, 1024, 628736
368640, 1024, 617472
373760, 0, 613376
361472, 1024, 625664
375808, 1024, 628736
362496, 1024, 615424
375808, 1024, 621568
353280, 1024, 556032
345088, 1024, 562176
333824, 1024, 570368
345088, 1024, 573440
333824, 1024, 556032
345088, 1024, 561152
333824, 1024, 576512
345088, 1024, 585728
333824, 1024, 572416
346112, 1024, 566272
333824, 1024, 575488
345088, 1024, 573440
334848, 1024, 561152
345088, 2048, 561152
333824, 1024, 569344
345088, 1024, 572416
333824, 0, 566272
345088, 1024, 556032
333824, 1024, 566272
346112, 1024, 567296
333824, 1024, 562176
345088, 1024, 582656
333824, 0, 566272
346112, 1024, 564224
333824, 1024, 570368
345088, 0, 555008
333824, 1024, 567296
345088, 1024, 567296
334848, 1024, 570368
345088, 1024, 573440
334848, 1024, 569344
345088, 1024, 568320
333824, 1024, 563200
345088, 1024, 567296
333824, 1024, 562176
346112, 1024, 572416
333824, 1024, 566272
345088, 1024, 564224
333824, 1024, 572416
345088, 0, 560128
333824, 1024, 566272
345088, 1024, 565248
333824, 1024, 578560
345088, 1024, 567296
333824, 1024, 572416
345088, 1024, 569344
332800, 1024, 565248
345088, 1024, 574464
333824, 1024, 567296
345088, 1024, 563200
332800, 1024, 569344
345088, 0, 562176
333824, 1024, 570368
345088, 1024, 566272
333824, 1024, 560128
346112, 2048, 565248
333824, 1024, 569344
345088, 1024, 561152
333824, 1024, 551936
345088, 1024, 557056
333824, 1024, 568320
345088, 1024, 577536
333824, 1024, 572416
344064, 1024, 567296
333824, 1024, 557056
345088, 0, 573440
333824, 1024, 563200
344064, 0, 570368
333824, 0, 576512
345088, 1024, 553984
333824, 1024, 559104
345088, 1024, 574464
333824, 1024, 566272
345088, 1024, 558080
333824, 1024, 565248
345088, 1024, 570368
332800, 1024, 570368
345088, 1024, 572416
333824, 1024, 566272
345088, 1024, 569344
332800, 1024, 571392
345088, 1024, 573440
333824, 1024, 574464
345088, 1024, 565248
333824, 1024, 567296
344064, 1024, 564224
333824, 1024, 566272
345088, 0, 572416
333824, 1024, 569344
344064, 1024, 560128
333824, 1024, 567296
345088, 1024, 568320
333824, 1024, 566272
345088, 1024, 566272
333824, 0, 558080
329728, 1024, 547840
318464, 1024, 539648
545792, 1024, 538624
318464, 1024, 542720
329728, 1024, 549888
318464, 1024, 548864
329728, 1024, 545792
318464, 1024, 539648
329728, 1024, 544768
319488, 1024, 538624
329728, 1024, 540672
319488, 0, 546816
329728, 1024, 540672
318464, 1024, 545792
329728, 1024, 543744
318464, 1024, 533504
330752, 1024, 540672
423936, 2048, 540672
329728, 1024, 544768
318464, 1024, 534528
330752, 1024, 536576
318464, 1024, 545792
329728, 1024, 549888
319488, 1024, 539648
329728, 1024, 548864
318464, 1024, 546816
329728, 1024, 545792
318464, 1024, 532480
329728, 1024, 538624
319488, 0, 550912
330752, 1024, 545792
318464, 1024, 539648
329728, 1024, 541696
319488, 1024, 540672
329728, 1024, 547840
318464, 1024, 557056
329728, 1024, 541696
318464, 1024, 545792
329728, 1024, 542720
318464, 1024, 544768
329728, 0, 544768
319488, 1024, 536576
329728, 1024, 540672
318464, 1024, 546816
329728, 1024, 539648
318464, 1024, 533504
329728, 1024, 541696
319488, 1024, 537600
329728, 1024, 534528
319488, 0, 542720
329728, 1024, 540672
318464, 1024, 540672
329728, 1024, 553984
319488, 1024, 539648
329728, 1024, 541696
318464, 0, 534528
329728, 1024, 534528
318464, 1024, 542720
329728, 1024, 545792
319488, 1024, 535552
329728, 1024, 540672
319488, 1024, 548864
330752, 1024, 537600
319488, 1024, 544768
329728, 1024, 539648
318464, 1024, 535552
329728, 1024, 536576
318464, 1024, 552960
329728, 1024, 550912
319488, 1024, 544768
330752, 1024, 539648
318464, 1024, 531456
329728, 1024, 537600
319488, 0, 544768
329728, 1024, 532480
318464, 1024, 548864
330752, 1024, 539648
420864, 1024, 540672
329728, 1024, 548864
318464, 1024, 545792
330752, 1024, 545792
319488, 1024, 545792
329728, 1024, 539648
319488, 1024, 539648
329728, 1024, 549888
318464, 1024, 541696
329728, 1024, 542720
318464, 1024, 531456
330752, 1024, 539648
318464, 1024, 536576
329728, 1024, 542720
319488, 1024, 539648
329728, 1024, 544768
318464, 1024, 537600
329728, 1024, 533504
319488, 1024, 536576
329728, 1024, 547840
319488, 0, 550912
329728, 1024, 542720
318464, 1024, 542720
329728, 1024, 540672
319488, 1024, 541696
329728, 1024, 544768
318464, 1024, 532480
330752, 1024, 540672
318464, 1024, 547840
329728, 1024, 546816
319488, 1024, 540672
329728, 1024, 542720
318464, 1024, 542720
329728, 1024, 540672
319488, 1024, 548864
329728, 1024, 538624
319488, 0, 536576
329728, 1024, 532480
318464, 1024, 540672
329728, 1024, 545792
318464, 1024, 540672
329728, 1024, 534528
318464, 1024, 547840
329728, 1024, 534528
319488, 1024, 537600
329728, 1024, 544768
318464, 1024, 543744
329728, 1024, 544768
318464, 1024, 538624
329728, 1024, 539648
318464, 1024, 545792
329728, 1024, 542720
319488, 1024, 535552
329728, 1024, 544768
318464, 1024, 537600
329728, 1024, 546816
318464, 1024, 550912
329728, 1024, 552960
318464, 1024, 550912
431104, 2048, 544768
318464, 1024, 540672
329728, 1024, 534528
319488, 1024, 551936
330752, 1024, 541696
318464, 1024, 542720
329728, 1024, 557056
318464, 1024, 546816
329728, 1024, 545792
318464, 1024, 547840
329728, 1024, 535552
318464, 1024, 535552
329728, 1024, 545792
319488, 1024, 540672
329728, 1024, 551936
417792, 1024, 544768
330752, 1024, 546816
318464, 1024, 531456
329728, 1024, 542720
318464, 1024, 528384
330752, 1024, 533504
318464, 1024, 540672
330752, 1024, 541696
318464, 1024, 540672
329728, 0, 543744
318464, 1024, 543744
329728, 1024, 542720
318464, 1024, 549888
329728, 1024, 550912
318464, 1024, 535552
329728, 2048, 538624
318464, 1024, 541696
329728, 1024, 539648
319488, 1024, 549888
329728, 0, 537600
318464, 1024, 544768
329728, 1024, 547840
319488, 1024, 540672
330752, 0, 543744
318464, 1024, 549888
329728, 1024, 550912
318464, 1024, 553984
329728, 1024, 545792
319488, 0, 547840
329728, 1024, 550912
318464, 1024, 548864
329728, 1024, 536576
319488, 1024, 534528
329728, 2048, 543744
319488, 0, 548864
329728, 1024, 542720
319488, 0, 546816
329728, 1024, 542720
319488, 1024, 538624
332800, 1024, 540672
319488, 1024, 550912
329728, 1024, 539648
318464, 1024, 544768
329728, 1024, 548864
319488, 1024, 544768
329728, 1024, 553984
318464, 1024, 543744
329728, 1024, 544768
319488, 1024, 537600
329728, 1024, 550912
319488, 1024, 544768
329728, 1024, 541696
319488, 1024, 553984
329728, 1024, 538624
318464, 1024, 548864
329728, 1024, 536576
319488, 1024, 549888
329728, 1024, 542720
319488, 1024, 536576
474112, 2048, 540672
318464, 0, 548864
329728, 1024, 533504
319488, 1024, 545792
329728, 1024, 544768
318464, 1024, 535552
329728, 1024, 546816
319488, 1024, 536576
329728, 1024, 545792
318464, 1024, 543744
329728, 1024, 548864
318464, 1024, 537600
329728, 1024, 549888
319488, 1024, 537600
330752, 1024, 533504
319488, 2048, 538624
329728, 1024, 545792
318464, 1024, 545792
329728, 1024, 541696
319488, 1024, 545792
